2D_X,2D_Y,3D_X,3D_Y,3D_Z
458,427,39.33796365394593,545.8443017661791,4.332084786680613
439,419,27.120121392262305,566.4024648836664,-1.0712780755200435
441,419,28.299200524528572,567.0864366681127,-1.0877222997372087
407,410,7.944142566038381,565.9994683846116,-6.457913628161801
433,416,23.444120425415605,569.8871170356269,-2.945704165926773
421,410,16.28134214108515,569.9000665053476,-6.52722867099643
388,392,-3.506947613428582,558.9621699693579,-17.21378163919599
343,434,-31.632013676953083,535.7317692142938,8.976381714746031
365,379,-17.71706700811182,546.3869913837304,-25.12042472215676
354,373,-24.386262686201384,548.7782299899021,-28.780815698047782
311,349,-50.762484213867474,547.524875143709,-43.49004729261177
461,428,41.181453101922706,545.7836658635322,4.9475601946156225
463,429,42.396427381019194,546.0657588082709,5.552491740866948
463,429,42.333370810835945,547.5020208630793,5.5079517825625715
465,430,43.54511537269642,547.7938624662884,6.111180153619486
469,432,46.158439232762426,544.3788511528397,7.448780039087773
472,434,48.085097761292374,542.7309641002294,8.734941619662095
476,435,50.65934384303699,540.6347981864701,9.424517386883027
477,436,51.21682368060184,541.7490053335957,10.001797089527198
441,420,28.261061460700102,568.4212792842852,-0.5219110199419461
434,425,24.112454874363095,566.871475798181,2.511349418111545
283,435,-70.28625292392269,518.3996086519356,10.207024550756488
363,414,-19.214116053483618,535.8949746226368,-3.440662902698798
360,422,-21.097019982642724,535.1347359715544,1.5437702394085622
356,430,-23.63705522415757,533.3203712767107,6.570104191475638
342,437,-32.329119310162966,533.8410391754763,10.907609460246201
364,409,-18.588319810524325,536.1032651751306,-6.5470728435546715
336,418,-35.97675170374083,535.7329639418012,-0.954597746066016
341,411,-32.84431707124722,536.4386895164105,-5.312416033185357
332,426,-38.47578442755402,535.3890311379299,4.020818050223863
331,431,-39.102401288805005,535.2706241533439,7.129271599270414
343,444,-31.897323175779626,529.0526093978981,15.460172326207829
466,462,45.20505681970851,525.0155541730861,26.934307925374217
338,436,-34.78030521421732,534.693284150337,10.25502102150254
316,455,-49.508346003105025,516.6354907147088,22.948952488570786
330,448,-40.14075880722591,526.7150724178761,18.064968384625956
397,442,1.891533232219755,538.8817089330098,13.815638075371568
451,435,35.079004485873384,544.8172600630523,9.277326989608918
459,436,39.997391856784304,544.7305939796215,9.894790366774167
448,443,33.32277295486749,542.2215280491997,14.297972012398956
446,448,32.168176109787346,539.7968291121811,17.48607857966132
455,441,37.588200256122114,543.4661997389815,13.01664105181614
453,445,36.41395790568415,541.9406143155288,15.542139451255713
446,458,32.39202566918813,532.8138249018325,24.022267510360038
435,425,24.681519683343904,568.0981370932174,2.4767287221752206
428,423,20.464958865717094,569.6180374382837,1.239691962334994
317,437,-47.87842045683308,533.8540202615586,10.907134533704031
385,418,-5.492020873411551,542.5474087724216,-1.1136835383697834
416,436,13.617007132718683,541.1977383249556,10.021581601396427
410,433,9.90600689444635,542.596557324016,8.123677476375805
379,459,-9.30684310549438,534.4013122868905,24.562567318884824
417,417,13.899801285488108,569.397602940128,-2.337735007178425
322,420,-44.48972941494435,538.9817671370289,0.2063969630131217
317,429,-47.71270135083473,536.7191110017445,5.842340868464961
278,426,-72.93034051603397,524.5126746079936,4.335366566157715
352,394,-25.89599105926496,540.2119467178418,-15.88065746797291
348,406,-28.481091593719427,537.0425545582922,-8.422422838560255
438,461,27.44332490966639,531.5660545876377,25.9569412666963
384,477,-6.23357566794704,531.2810742687404,35.9527108357818
423,433,17.843082516422353,546.9408875103953,7.976845490398853
430,429,22.1741965108358,544.9796461877119,5.5861732063568965
446,454,32.29751004042994,535.7622472053156,21.388595037975637
448,451,33.4554168200902,538.2561022941488,19.411034311294827
308,429,-53.312780435238686,536.4054237887128,5.852068630430314
417,436,14.20033526688395,544.0294670679493,9.919953225222802
333,408,-37.689261119676985,538.9357714503024,-7.2138852765100125
326,406,-41.85562135171213,542.0927425543596,-8.49808907158218
285,394,-67.1930063868378,541.2059652845268,-15.887238200056615
294,428,-62.374443697763496,531.2794140331488,5.387244229910541
307,399,-53.3949683272585,544.7070871029339,-12.838267881727743
309,438,-52.93532221487683,532.5774064117447,11.57672345578105
297,437,-60.91148821940423,525.5895883156758,11.20949737624321
456,436,38.15268141122564,544.7682683710274,9.893438264376865
